Order ID,Date,Product,Category,Customer Name,Region,Quantity,Sales,Cost,Discount,Profit ,Profit Margin,Total Revenue,,,,,,,,,,,,,,,,
ORD00081,05-02-2025,Water Bottle,Accessories,Kiran Gupta,East,1,410.3,353.73,15,56.57,0.137874726,,,,,,,,,,,,,,,,,
ORD00082,05-07-2025,Laptop,Electronics,Meera Krishnan,South,7,7346.01,5768.77,0,1577.24,0.214707031,,,,,,,,,,,,,,,,,
ORD00083,03-10-2025,Pen Set,Stationery,Meera Krishnan,West,3,2677.17,2209.38,10,467.79,0.17473302,,,,,,,,,,,,,,,,,
ORD00084,14-02-2025,Pen Set,Stationery,Vikram Singh,West,10,3751.52,2757.1,5,994.42,0.265071224,,,,,,,,,,,,,,,,,
ORD00085,11-09-2025,Office Chair,Furniture,Neha Patel,South,8,4819.99,4593.2,15,226.79,0.047051965,,,,,,,,,,,,,,,,,
ORD00086,02-11-2025,Printer,Electronics,Vikram Singh,North,4,1607.73,1445.12,10,162.61,0.101142605,,,,,,,,,,,,,,,,,
ORD00087,04-05-2025,Backpack,Accessories,Meera Krishnan,West,4,417.37,379.04,15,38.33,0.091836979,,,,,,,,,,,,,,,,,
ORD00088,05-05-2025,Printer,Electronics,Vikram Singh,East,1,122.41,102.12,5,20.29,0.165754432,,,,,,,,,,,,,,,,,
ORD00089,09-10-2025,Printer,Electronics,Neha Patel,East,9,6140.6,4820.49,15,1320.11,0.214980621,,,,,,,,,,,,,,,,,
ORD00090,09-04-2025,Printer,Electronics,Neha Patel,North,5,1710.23,1567.8,5,142.43,0.083281196,,,,,,,,,,,,,,,,,
ORD00091,29-10-2025,Backpack,Accessories,Kiran Gupta,East,3,616.26,598.89,15,17.37,0.028186155,,,,,,,,,,,,,,,,,
ORD00092,08-01-2025,Smartphone,Electronics,Kiran Gupta,South,4,1279.36,1213.12,10,66.24,0.051775888,,,,,,,,,,,,,,,,,
ORD00093,06-03-2025,Desk,Furniture,Meera Krishnan,North,1,948.71,974.55,20,-25.84,-0.027236985,,,,,,,,,,,,,,,,,
ORD00094,05-04-2025,Laptop,Electronics,Aarav Sharma,East,10,3162.07,2915,15,247.07,0.078135525,,,,,,,,,,,,,,,,,
ORD00095,23-10-2025,Printer,Electronics,Aarav Sharma,South,2,1816.17,1647.78,15,168.39,0.092717091,,,,,,,,,,,,,,,,,
ORD00096,02-03-2025,Headphones,Electronics,Kiran Gupta,West,10,14221.35,9496.3,0,4725.05,0.332250454,,,,,,,,,,,,,,,,,
ORD00097,14-07-2025,Water Bottle,Accessories,Meera Krishnan,West,10,10622.05,7928.3,5,2693.75,0.253599823,,,,,,,,,,,,,,,,,
ORD00098,31-01-2025,Desk,Furniture,Sneha Reddy,North,10,11829.15,9901.3,10,1927.85,0.162974516,,,,,,,,,,,,,,,,,
ORD00099,30-03-2025,Office Chair,Furniture,Kiran Gupta,North,4,1265.15,1088,0,177.15,0.140022922,,,,,,,,,,,,,,,,,
ORD00100,17-01-2025,Headphones,Electronics,Ananya Iyer,East,1,427.02,414.43,20,12.59,0.029483397,,,,,,,,,,,,,,,,,
ORD00101,17-11-2025,Desk,Furniture,Sneha Reddy,South,8,898.74,643.76,5,254.98,0.283708303,,,,,,,,,,,,,,,,,
ORD00102,14-03-2025,Pen Set,Stationery,Priya Nair,North,2,1526.77,1098.24,5,428.53,0.280677509,,,,,,,,,,,,,,,,,
ORD00103,13-08-2025,Headphones,Electronics,Priya Nair,West,5,3519,2995.45,20,523.55,0.148778062,,,,,,,,,,,,,,,,,
ORD00104,13-08-2025,Desk,Furniture,Priya Nair,North,7,6951.34,6602.75,20,348.59,0.050147166,,,,,,,,,,,,,,,,,
ORD00105,12-12-2025,Pen Set,Stationery,Sneha Reddy,North,6,4143.88,3646.08,0,497.8,0.120128961,,,,,,,,,,,,,,,,,
ORD00106,30-11-2025,Desk,Furniture,Meera Krishnan,East,10,609.81,498.3,5,111.51,0.182860235,,,,,,,,,,,,,,,,,
ORD00107,29-08-2025,Headphones,Electronics,Neha Patel,West,10,5583.05,4415.3,15,1167.75,0.209159868,,,,,,,,,,,,,,,,,
ORD00108,22-12-2025,Notebook,Stationery,Meera Krishnan,East,6,4728.79,4040.58,5,688.21,0.145536173,,,,,,,,,,,,,,,,,
ORD00109,15-06-2025,Pen Set,Stationery,Priya Nair,West,9,511.12,416.97,0,94.15,0.184203318,,,,,,,,,,,,,,,,,
ORD00110,28-01-2025,Backpack,Accessories,Ananya Iyer,East,1,679.48,661.08,20,18.4,0.027079531,,,,,,,,,,,,,,,,,
ORD00111,09-10-2025,Water Bottle,Accessories,Rahul Verma,East,8,5946.34,5033.2,0,913.14,0.153563368,,,,,,,,,,,,,,,,,
ORD00112,30-12-2025,Printer,Electronics,Rahul Verma,East,8,1183.12,1041.68,20,141.44,0.119548313,,,,,,,,,,,,,,,,,
ORD00113,28-02-2025,Backpack,Accessories,Meera Krishnan,North,1,662.44,556.73,0,105.71,0.159576716,,,,,,,,,,,,,,,,,
ORD00114,20-05-2025,Headphones,Electronics,Arjun Rao,West,8,8759.82,7466.64,10,1293.18,0.147626321,,,,,,,,,,,,,,,,,
ORD00115,03-11-2025,Printer,Electronics,Kiran Gupta,South,4,2201.58,1848.88,5,352.7,0.160203127,,,,,,,,,,,,,,,,,
ORD00116,17-09-2025,Smartphone,Electronics,Vikram Singh,North,5,4070.65,3874.75,15,195.9,0.048124992,,,,,,,,,,,,,,,,,
ORD00117,08-09-2025,Desk,Furniture,Rahul Verma,West,5,5033.13,4195.5,20,837.63,0.166423279,,,,,,,,,,,,,,,,,
ORD00118,13-07-2025,Backpack,Accessories,Meera Krishnan,East,8,3162.55,2813.36,20,349.19,0.110414065,,,,,,,,,,,,,,,,,
ORD00119,30-07-2025,Office Chair,Furniture,Aarav Sharma,East,4,3157.57,2304.32,5,853.25,0.270223621,,,,,,,,,,,,,,,,,
ORD00120,19-01-2025,Printer,Electronics,Rahul Verma,East,7,3385.87,2745.54,5,640.33,0.189118306,,,,,,,,,,,,,,,,,
ORD00121,15-03-2025,Smartphone,Electronics,Arjun Rao,South,8,817.69,869.68,15,-51.99,-0.063581553,,,,,,,,,,,,,,,,,
ORD00122,21-12-2025,Smartphone,Electronics,Arjun Rao,North,8,6971.14,6269.68,10,701.46,0.100623427,,,,,,,,,,,,,,,,,
ORD00123,07-09-2025,Notebook,Stationery,Kiran Gupta,North,9,4225.46,3475.89,10,749.57,0.177393704,,,,,,,,,,,,,,,,,
ORD00124,16-02-2025,Water Bottle,Accessories,Arjun Rao,North,2,654.08,484.84,10,169.24,0.258745108,,,,,,,,,,,,,,,,,
ORD00125,24-01-2025,Smartphone,Electronics,Neha Patel,North,8,1838.17,1397.6,10,440.57,0.239678593,,,,,,,,,,,,,,,,,
ORD00126,30-07-2025,Desk,Furniture,Sneha Reddy,South,6,2601.61,2286.54,5,315.07,0.121105777,,,,,,,,,,,,,,,,,
ORD00127,04-05-2025,Headphones,Electronics,Meera Krishnan,South,3,303.08,264.54,15,38.54,0.127161146,,,,,,,,,,,,,,,,,
ORD00128,05-01-2025,Office Chair,Furniture,Meera Krishnan,East,8,5244.18,5132.24,15,111.94,0.021345568,,,,,,,,,,,,,,,,,
ORD00129,03-06-2025,Backpack,Accessories,Arjun Rao,East,3,335.53,249.36,10,86.17,0.256817572,,,,,,,,,,,,,,,,,
ORD00130,24-02-2025,Printer,Electronics,Ananya Iyer,West,5,1269.36,1036.1,15,233.26,0.183761896,,,,,,,,,,,,,,,,,
ORD00131,04-12-2025,Water Bottle,Accessories,Arjun Rao,East,6,3467.06,3474.36,10,-7.3,-0.00210553,,,,,,,,,,,,,,,,,
ORD00132,12-09-2025,Laptop,Electronics,Vikram Singh,South,10,12686.53,8664.2,0,4022.33,0.317055176,,,,,,,,,,,,,,,,,
ORD00133,14-12-2025,Water Bottle,Accessories,Rahul Verma,North,6,1743.18,1360.86,5,382.32,0.219323306,,,,,,,,,,,,,,,,,
ORD00134,09-03-2025,Laptop,Electronics,Priya Nair,East,5,5265.52,3953.6,0,1311.92,0.24915298,,,,,,,,,,,,,,,,,
ORD00135,07-07-2025,Notebook,Stationery,Kiran Gupta,East,7,1729.78,1287.16,5,442.62,0.255882251,,,,,,,,,,,,,,,,,
ORD00136,01-06-2025,Headphones,Electronics,Neha Patel,North,5,5781.82,4574.55,15,1207.27,0.208804494,,,,,,,,,,,,,,,,,
ORD00137,12-12-2025,Printer,Electronics,Arjun Rao,East,2,409.77,298.7,5,111.07,0.271054494,,,,,,,,,,,,,,,,,
ORD00138,08-07-2025,Smartphone,Electronics,Vikram Singh,West,7,153.07,166.46,20,-13.39,-0.087476318,,,,,,,,,,,,,,,,,
ORD00139,15-10-2025,Notebook,Stationery,Neha Patel,South,2,1279.57,1356.18,15,-76.61,-0.059871676,,,,,,,,,,,,,,,,,
ORD00140,01-03-2025,Smartphone,Electronics,Rahul Verma,North,8,8911.57,7282.32,10,1629.25,0.182824126,,,,,,,,,,,,,,,,,
ORD00141,03-10-2025,Laptop,Electronics,Rahul Verma,West,5,5671.44,4979.85,0,691.59,0.121942575,,,,,,,,,,,,,,,,,
ORD00142,21-03-2025,Printer,Electronics,Arjun Rao,North,6,4099.76,4042.68,20,57.08,0.013922766,,,,,,,,,,,,,,,,,
ORD00143,09-07-2025,Printer,Electronics,Ananya Iyer,West,10,4147.66,4140.3,10,7.36,0.001774495,,,,,,,,,,,,,,,,,
ORD00144,08-07-2025,Printer,Electronics,Kiran Gupta,East,4,5115.25,3427.6,0,1687.65,0.329925224,,,,,,,,,,,,,,,,,
ORD00145,21-08-2025,Laptop,Electronics,Priya Nair,South,7,2932.34,1981.84,0,950.5,0.324143858,,,,,,,,,,,,,,,,,
ORD00146,06-03-2025,Water Bottle,Accessories,Sneha Reddy,South,1,64.74,60.07,10,4.67,0.072134693,,,,,,,,,,,,,,,,,
ORD00147,30-04-2025,Smartphone,Electronics,Neha Patel,South,9,2621.01,1935.81,5,685.2,0.261425939,,,,,,,,,,,,,,,,,
ORD00148,04-10-2025,Water Bottle,Accessories,Vikram Singh,South,1,404.06,284.5,5,119.56,0.295896649,,,,,,,,,,,,,,,,,
ORD00149,02-05-2025,Smartphone,Electronics,Sneha Reddy,East,1,179.04,140.49,10,38.55,0.215315013,,,,,,,,,,,,,,,,,
ORD00150,27-09-2025,Laptop,Electronics,Priya Nair,North,3,1085.54,818.13,5,267.41,0.246338228,,,,,,,,,,,,,,,,,
ORD00151,20-08-2025,Printer,Electronics,Kiran Gupta,South,8,6678.69,6241.92,20,436.77,0.065397556,,,,,,,,,,,,,,,,,
ORD00152,26-11-2025,Water Bottle,Accessories,Aarav Sharma,North,1,712.83,729.97,20,-17.14,-0.024045004,,,,,,,,,,,,,,,,,
ORD00153,16-08-2025,Printer,Electronics,Priya Nair,North,7,3919.52,3024.07,0,895.45,0.228459097,,,,,,,,,,,,,,,,,
ORD00154,21-11-2025,Notebook,Stationery,Sneha Reddy,East,10,1803,1568.5,5,234.5,0.130061009,,,,,,,,,,,,,,,,,
ORD00155,09-08-2025,Pen Set,Stationery,Priya Nair,North,10,5924.61,5352.5,15,572.11,0.096565006,,,,,,,,,,,,,,,,,
ORD00156,21-08-2025,Backpack,Accessories,Arjun Rao,West,4,2095.62,1743.08,5,352.54,0.168227064,,,,,,,,,,,,,,,,,
ORD00157,20-03-2025,Smartphone,Electronics,Meera Krishnan,North,6,2918.72,2595,10,323.72,0.110911632,,,,,,,,,,,,,,,,,
ORD00158,10-07-2025,Smartphone,Electronics,Rahul Verma,North,2,286,204.6,0,81.4,0.284615385,,,,,,,,,,,,,,,,,
ORD00159,07-12-2025,Water Bottle,Accessories,Arjun Rao,North,9,6441.26,5094.63,0,1346.63,0.209063134,,,,,,,,,,,,,,,,,
ORD00160,19-04-2025,Desk,Furniture,Rahul Verma,West,10,4250.68,3193.2,0,1057.48,0.248779019,,,,,,,,,,,,,,,,,
ORD00161,23-05-2025,Office Chair,Furniture,Sneha Reddy,South,2,711.52,713.22,20,-1.7,-0.002389251,,,,,,,,,,,,,,,,,
ORD00162,26-11-2025,Pen Set,Stationery,Kiran Gupta,North,9,9442.98,8773.2,20,669.78,0.070928881,,,,,,,,,,,,,,,,,
ORD00163,08-06-2025,Water Bottle,Accessories,Neha Patel,East,5,240.27,193.3,10,46.97,0.195488409,,,,,,,,,,,,,,,,,
ORD00164,05-02-2025,Laptop,Electronics,Rahul Verma,North,3,2849.61,2613.48,20,236.13,0.082863971,,,,,,,,,,,,,,,,,
ORD00165,22-03-2025,Smartphone,Electronics,Neha Patel,East,9,2185.91,2006.82,15,179.09,0.081929265,,,,,,,,,,,,,,,,,
ORD00166,13-11-2025,Notebook,Stationery,Aarav Sharma,North,10,6976.41,6002.6,0,973.81,0.13958612,,,,,,,,,,,,,,,,,
ORD00167,01-08-2025,Desk,Furniture,Vikram Singh,South,8,6075.2,5322.56,15,752.64,0.123887279,,,,,,,,,,,,,,,,,
ORD00168,14-12-2025,Backpack,Accessories,Sneha Reddy,West,2,853.48,703.44,0,150.04,0.17579791,,,,,,,,,,,,,,,,,
ORD00169,29-01-2025,Backpack,Accessories,Aarav Sharma,South,5,348.92,274.8,15,74.12,0.212426917,,,,,,,,,,,,,,,,,
ORD00170,03-03-2025,Desk,Furniture,Aarav Sharma,West,4,3368.74,3078.72,10,290.02,0.086091536,,,,,,,,,,,,,,,,,
ORD00171,14-09-2025,Pen Set,Stationery,Kiran Gupta,East,3,457.18,413.67,20,43.51,0.095170392,,,,,,,,,,,,,,,,,
ORD00172,24-08-2025,Smartphone,Electronics,Priya Nair,East,7,7700.52,6042.05,0,1658.47,0.21537117,,,,,,,,,,,,,,,,,
ORD00173,27-07-2025,Water Bottle,Accessories,Aarav Sharma,East,7,4178.89,4043.69,15,135.2,0.032353089,,,,,,,,,,,,,,,,,
ORD00174,24-02-2025,Headphones,Electronics,Ananya Iyer,West,10,4756.14,4655,10,101.14,0.021265144,,,,,,,,,,,,,,,,,
ORD00175,23-06-2025,Water Bottle,Accessories,Ananya Iyer,East,7,4555.9,3701.04,15,854.86,0.187638008,,,,,,,,,,,,,,,,,
ORD00176,10-04-2025,Headphones,Electronics,Neha Patel,East,2,1352.61,1030.76,0,321.85,0.237947376,,,,,,,,,,,,,,,,,
ORD00177,05-11-2025,Headphones,Electronics,Rahul Verma,North,4,474.4,447.12,10,27.28,0.057504216,,,,,,,,,,,,,,,,,
